j,base,n,k_human,sil_human,k_gmm,sil_gmm,k_dbscan,sil_dbscan,k_H_s0,sil_H_s0,ari_H_s0,k_H_s1,sil_H_s1,ari_H_s1,k_H_s2,sil_H_s2,ari_H_s2,k_R_gmm,sil_R_gmm,ari_R_gmm,k_R_dbscan,sil_R_dbscan,ari_R_dbscan,k_R_shuffle,sil_R_shuffle,ari_R_shuffle
14264,5c9ae3ec-4b16-4a2a-add3-bc06d78c9e14,35,2,0.48112843176422176,1,,3,0.37352842568677297,3.0,0.3547984686812627,0.47778827977315685,3.0,0.30994562536402154,0.25929576909427865,3.0,0.29266491059864924,0.26314130349121284,1.0,,0.0,5.0,0.21030648119267278,0.4550210439365928,2.0,0.27471504535506747,0.1597469355476472
14266,6b397277-e2cf-4165-9f1a-32aeef65ebbc,10,2,0.577077725279484,8,0.36641621587983275,3,0.9210809893518893,3.0,0.44195700734112914,0.020887728459530023,2.0,0.577077725279484,1.0,3.0,0.3604458639935722,0.5018450184501845,6.0,0.3939519001186307,0.12903225806451613,3.0,0.2952953683987201,-0.0819234194122885,2.0,0.06758191120174724,0.048338368580060416
14267,823dc71a-6c2e-42ea-910b-4e53f7bd4a90,20,2,0.43105088780716566,8,0.41181654415281255,1,,3.0,0.3713704362495656,0.2506388179091212,3.0,0.36352501628078376,0.3978650061158679,3.0,0.26836609415328255,0.5353490440195642,11.0,0.17916747784287576,0.11810759422883346,3.0,0.3583148883053003,0.166944166944167,2.0,0.1956163296582105,0.21087606600952485
14268,e8770f4c-e648-4512-9529-b68de18f7703,30,2,0.2885610508225104,2,0.467277586086515,9,0.6895941852145598,3.0,0.4903603743383569,0.31324655208364366,4.0,0.35201154622400155,0.1652443081551769,4.0,0.2722541713473774,0.09523164585127065,7.0,0.18483806749086643,0.12473195477002429,4.0,0.3697013276527659,0.2783803680981595,2.0,0.22858172993063533,0.25420895140937305
14276,37ce66b3-c54a-46ec-981d-96c33e8fba81,15,2,0.28235025207989145,7,0.42048053002816743,2,0.3468107680518694,3.0,0.2851887420664756,0.040570175438596486,3.0,0.34076348780852034,0.211105002748763,3.0,0.365031638833176,0.15477497255762898,9.0,0.06761125746329429,0.06354515050167225,3.0,0.11889943569469709,0.0928725701943844,2.0,0.2760108259485679,0.3129770992366412
14280,823dc71a-6c2e-42ea-910b-4e53f7bd4a90,20,2,0.452884399486844,8,0.41181654415281255,1,,3.0,0.36864334225392764,0.679379007762403,3.0,0.2878200693145649,0.5088231988310667,3.0,0.23208841146528814,0.4031190396050713,9.0,0.30670707474338443,0.17059161401493395,3.0,0.32801732818643287,0.4041885989472505,2.0,0.27698190887728835,0.20877290394225426
14284,6b397277-e2cf-4165-9f1a-32aeef65ebbc,10,2,0.3924478797701613,8,0.36641621587983275,3,0.9210809893518893,3.0,0.24509496703092665,0.8648648648648649,3.0,0.46172462356758925,0.13373860182370823,3.0,0.4223795231533976,0.13373860182370823,6.0,0.32030603743668545,0.10658307210031348,2.0,0.577077725279484,0.3023255813953488,2.0,0.10899660325024056,0.05970149253731338
14301,f54baffc-bc26-4c4d-b940-824d08daf230,15,2,0.4994931121380126,8,0.3224844024675161,3,0.6443316798728668,3.0,0.6443316798728668,0.6145374449339207,3.0,0.6443316798728668,0.6145374449339207,3.0,0.6443316798728668,0.6145374449339207,8.0,0.2149217442279081,0.18060200668896323,3.0,0.13416379325191558,-0.006511123168746586,2.0,0.22074786696154916,-0.0675381263616558
14303,5c9ae3ec-4b16-4a2a-add3-bc06d78c9e14,35,2,0.41207521017237314,1,,3,0.37352842568677297,3.0,0.37940621225896537,0.6819412219644239,3.0,0.37759882516711096,0.3682065217391305,3.0,0.37759882516711096,0.3682065217391305,1.0,,0.0,4.0,0.15631795781227012,0.6033129904097646,2.0,0.22407879161932293,0.11443358251868886
14318,87cc45a4-3e2e-4c67-a9d6-3ba04eda2588,25,2,0.3369536375325775,8,0.42427543967368275,4,0.4647149523205244,3.0,0.3544125357422523,0.4482325497936479,3.0,0.35251985784181117,0.3275954814416353,3.0,0.30451110997640557,0.18624461979913914,8.0,0.27465788093222554,0.07524932003626476,4.0,0.23049416906997386,0.44039913700107874,2.0,0.32581493592369576,0.09429941395844431
14322,e8770f4c-e648-4512-9529-b68de18f7703,30,2,0.22346088160198802,2,0.467277586086515,9,0.6895941852145598,3.0,0.4903603743383569,0.12166039660779182,4.0,0.35201154622400155,0.11930183492104084,4.0,0.2722541713473774,0.11029678079127342,7.0,0.18483806749086643,0.05257089169798431,4.0,0.3697013276527659,0.03744680851063829,2.0,0.22858172993063533,0.08103768801757645
14323,8845809a-0ba9-4c73-8f4e-d60d62ca8418,30,2,0.44986082542262196,1,,2,0.12888205544791959,3.0,0.4161729243783084,0.5921790037292444,3.0,0.30687042275473697,0.5734493334167866,3.0,0.39922115927478985,0.5061709107951883,7.0,0.10824478406775702,0.2323450190404442,4.0,0.3296748063163466,0.3773209136360808,2.0,0.1811449749448174,-0.031460388703052886
14345,f54baffc-bc26-4c4d-b940-824d08daf230,15,2,0.4994931121380126,8,0.3224844024675161,3,0.6443316798728668,3.0,0.6443316798728668,0.6145374449339207,3.0,0.6443316798728668,0.6145374449339207,3.0,0.6443316798728668,0.6145374449339207,8.0,0.2149217442279081,0.18060200668896323,3.0,0.13416379325191558,-0.006511123168746586,2.0,0.22074786696154916,-0.0675381263616558
14351,37ce66b3-c54a-46ec-981d-96c33e8fba81,15,2,0.3287688722411383,7,0.42048053002816743,2,0.3468107680518694,3.0,0.2851887420664756,0.731359649122807,3.0,0.34076348780852034,0.13413963716327648,3.0,0.365031638833176,0.270032930845225,9.0,0.06761125746329429,0.1415830546265329,3.0,0.11889943569469709,0.0928725701943844,2.0,0.2760108259485679,-0.030534351145038195
14359,8845809a-0ba9-4c73-8f4e-d60d62ca8418,30,2,0.41881826026560537,1,,2,0.12888205544791959,3.0,0.4161729243783084,0.5096871610556986,3.0,0.30687042275473697,0.5654530383217496,3.0,0.39922115927478985,0.40325410751316004,7.0,0.10824478406775702,0.22446648375697922,4.0,0.3296748063163466,0.3790612949272429,2.0,0.1811449749448174,-0.02923778942031438
14360,823dc71a-6c2e-42ea-910b-4e53f7bd4a90,20,2,0.4229182273456603,8,0.41181654415281255,1,,3.0,0.3713704362495656,0.4041885989472505,3.0,0.36352501628078376,0.48746768573676524,3.0,0.26836609415328255,0.6694354024020652,11.0,0.17916747784287576,0.12533087812176316,3.0,0.3583148883053003,0.3003013056578507,2.0,0.1956163296582105,0.11735427496958295
14368,6b397277-e2cf-4165-9f1a-32aeef65ebbc,10,2,0.3145468212188901,8,0.36641621587983275,3,0.9210809893518893,3.0,0.44195700734112914,0.4036697247706422,2.0,0.577077725279484,-0.04651162790697674,3.0,0.3604458639935722,0.09638554216867468,6.0,0.3939519001186307,0.062499999999999986,3.0,0.2952953683987201,0.5896656534954408,2.0,0.06758191120174724,0.0707964601769912
14379,e8770f4c-e648-4512-9529-b68de18f7703,30,2,0.39686786714558564,2,0.467277586086515,9,0.6895941852145598,3.0,0.4903603743383569,0.46968238691049086,4.0,0.35201154622400155,0.2888028396256857,4.0,0.2722541713473774,0.31731699451789747,7.0,0.18483806749086643,0.3985742060920285,4.0,0.3697013276527659,0.5803858520900321,2.0,0.22858172993063533,0.08169727675744146
14380,5c9ae3ec-4b16-4a2a-add3-bc06d78c9e14,35,2,0.41207521017237314,1,,3,0.37352842568677297,3.0,0.3547984686812627,0.43636010865347297,3.0,0.30994562536402154,0.42789438050101564,3.0,0.29266491059864924,0.3489633791900794,1.0,,0.0,5.0,0.21030648119267278,0.465310888391554,2.0,0.27471504535506747,0.15946205571565808
14382,87cc45a4-3e2e-4c67-a9d6-3ba04eda2588,25,2,0.3369536375325775,8,0.42427543967368275,4,0.4647149523205244,3.0,0.40391342609640746,0.4882384629197342,3.0,0.36864766465669846,0.45525466284074606,3.0,0.38376706610772693,0.3672590199246096,3.0,-0.06270855451296133,0.08746252865455824,2.0,0.24023671052075696,0.021909233176838898,2.0,0.34244585199062655,0.16208547614825325
14386,37ce66b3-c54a-46ec-981d-96c33e8fba81,15,2,0.3287688722411383,7,0.42048053002816743,2,0.3468107680518694,3.0,0.2851887420664756,0.731359649122807,3.0,0.34076348780852034,0.13413963716327648,3.0,0.365031638833176,0.270032930845225,9.0,0.06761125746329429,0.1415830546265329,3.0,0.11889943569469709,0.0928725701943844,2.0,0.2760108259485679,-0.030534351145038195
14390,823dc71a-6c2e-42ea-910b-4e53f7bd4a90,20,2,0.452884399486844,8,0.41181654415281255,1,,3.0,0.36864334225392764,0.679379007762403,3.0,0.2878200693145649,0.5088231988310667,3.0,0.23208841146528814,0.4031190396050713,9.0,0.30670707474338443,0.17059161401493395,3.0,0.32801732818643287,0.4041885989472505,2.0,0.27698190887728835,0.20877290394225426
14392,f54baffc-bc26-4c4d-b940-824d08daf230,15,3,0.6443316798728668,8,0.3224844024675161,3,0.6443316798728668,3.0,0.6443316798728668,1.0,3.0,0.6443316798728668,1.0,3.0,0.6443316798728668,1.0,8.0,0.2149217442279081,0.3657331136738057,3.0,0.13416379325191558,0.10506174986954255,2.0,0.22074786696154916,0.30616740088105726
14399,6b397277-e2cf-4165-9f1a-32aeef65ebbc,10,2,0.16754110525173144,8,0.36641621587983275,3,0.9210809893518893,3.0,0.24509496703092665,0.05405405405405402,3.0,0.46172462356758925,0.5896656534954408,3.0,0.4223795231533976,0.042553191489361715,6.0,0.32030603743668545,0.10658307210031348,2.0,0.577077725279484,-0.04651162790697674,2.0,0.10899660325024056,0.05970149253731338
14421,e8770f4c-e648-4512-9529-b68de18f7703,30,4,0.4225609165441643,2,0.467277586086515,9,0.6895941852145598,3.0,0.4903603743383569,0.6774564700467899,4.0,0.35201154622400155,0.4422600222241217,4.0,0.2722541713473774,0.4125425540894128,7.0,0.18483806749086643,0.7162867258835952,4.0,0.3697013276527659,0.5829560585885486,2.0,0.22858172993063533,0.41403821444854316
14433,87cc45a4-3e2e-4c67-a9d6-3ba04eda2588,25,2,0.33023325040895474,8,0.42427543967368275,4,0.4647149523205244,3.0,0.3544125357422523,0.24,3.0,0.35251985784181117,0.52,3.0,0.30451110997640557,0.22,8.0,0.27465788093222554,0.26666666666666666,4.0,0.23049416906997386,0.12666666666666668,2.0,0.32581493592369576,0.84
14438,8845809a-0ba9-4c73-8f4e-d60d62ca8418,30,3,0.32084536970486865,1,,2,0.12888205544791959,3.0,0.4161729243783084,0.44439139102097336,3.0,0.30687042275473697,0.49237950422575055,3.0,0.39922115927478985,0.5007173601147776,7.0,0.10824478406775702,0.41035399614201556,4.0,0.3296748063163466,0.47636539630930363,2.0,0.1811449749448174,0.06860031542775978
14439,5c9ae3ec-4b16-4a2a-add3-bc06d78c9e14,35,3,0.45501009134072845,1,,3,0.37352842568677297,3.0,0.37940621225896537,0.5645328749170254,3.0,0.37759882516711096,0.3874666560496875,3.0,0.37759882516711096,0.3874666560496875,1.0,,0.0,4.0,0.15631795781227012,0.5335401186174926,2.0,0.22407879161932293,0.023153868286986116
14444,f54baffc-bc26-4c4d-b940-824d08daf230,15,3,0.6443316798728668,8,0.3224844024675161,3,0.6443316798728668,3.0,0.6443316798728668,1.0,3.0,0.6443316798728668,1.0,3.0,0.6443316798728668,1.0,8.0,0.2149217442279081,0.3657331136738057,3.0,0.13416379325191558,0.10506174986954255,2.0,0.22074786696154916,0.30616740088105726
14468,37ce66b3-c54a-46ec-981d-96c33e8fba81,15,3,0.33892424401066895,7,0.42048053002816743,2,0.3468107680518694,3.0,0.2851887420664756,0.08105022831050228,3.0,0.34076348780852034,0.24723890718852934,3.0,0.365031638833176,0.27558451513990034,9.0,0.06761125746329429,0.10371318822023048,3.0,0.11889943569469709,0.45577055977885284,2.0,0.2760108259485679,0.035989717223650394
14470,87cc45a4-3e2e-4c67-a9d6-3ba04eda2588,25,2,0.33023325040895474,8,0.42427543967368275,4,0.4647149523205244,3.0,0.40391342609640746,0.4266666666666667,3.0,0.36864766465669846,0.16666666666666666,3.0,0.38376706610772693,0.24,3.0,-0.06270855451296133,-0.013333333333333334,2.0,0.24023671052075696,0.04,2.0,0.34244585199062655,0.6933333333333334
14474,823dc71a-6c2e-42ea-910b-4e53f7bd4a90,20,3,0.2988897292607311,8,0.41181654415281255,1,,3.0,0.3713704362495656,0.4477413104032942,3.0,0.36352501628078376,0.6675415573053369,3.0,0.26836609415328255,0.5658886007163146,11.0,0.17916747784287576,0.22045131765819792,3.0,0.3583148883053003,0.3081169975331845,2.0,0.1956163296582105,0.12815470337594234
14481,e8770f4c-e648-4512-9529-b68de18f7703,30,3,0.5129790484929964,2,0.467277586086515,9,0.6895941852145598,3.0,0.4903603743383569,0.9175316365704536,4.0,0.35201154622400155,0.4740024183796856,4.0,0.2722541713473774,0.3797218191824686,7.0,0.18483806749086643,0.6211301433133627,4.0,0.3697013276527659,0.7784111582777441,2.0,0.22858172993063533,0.2825229137524271
14489,8845809a-0ba9-4c73-8f4e-d60d62ca8418,30,4,0.28685523311007255,1,,2,0.12888205544791959,3.0,0.4161729243783084,0.5326395091452759,3.0,0.30687042275473697,0.7190242790379574,3.0,0.39922115927478985,0.5257009345794392,7.0,0.10824478406775702,0.34054939057667816,4.0,0.3296748063163466,0.4874620534786044,2.0,0.1811449749448174,0.0029868392396004842
14490,6b397277-e2cf-4165-9f1a-32aeef65ebbc,10,2,0.577077725279484,8,0.36641621587983275,3,0.9210809893518893,3.0,0.44195700734112914,0.020887728459530023,2.0,0.577077725279484,1.0,3.0,0.3604458639935722,0.5018450184501845,6.0,0.3939519001186307,0.12903225806451613,3.0,0.2952953683987201,-0.0819234194122885,2.0,0.06758191120174724,0.048338368580060416
14497,5c9ae3ec-4b16-4a2a-add3-bc06d78c9e14,35,3,0.4491285172297288,1,,3,0.37352842568677297,3.0,0.3547984686812627,0.323887646035297,3.0,0.30994562536402154,0.35066791944115366,3.0,0.29266491059864924,0.28618475218178824,1.0,,0.0,5.0,0.21030648119267278,0.5678026642013698,2.0,0.27471504535506747,0.2529691211401425
14498,37ce66b3-c54a-46ec-981d-96c33e8fba81,15,2,0.2524856577650496,7,0.42048053002816743,2,0.3468107680518694,3.0,0.2851887420664756,0.09677419354838715,3.0,0.34076348780852034,0.23193577163247098,3.0,0.365031638833176,0.13595706618962436,9.0,0.06761125746329429,0.01047120418848167,3.0,0.11889943569469709,0.18933823529411767,2.0,0.2760108259485679,0.16455696202531642
14502,6b397277-e2cf-4165-9f1a-32aeef65ebbc,10,2,0.577077725279484,8,0.36641621587983275,3,0.9210809893518893,3.0,0.24509496703092665,0.3697478991596639,3.0,0.46172462356758925,0.39893143365983974,3.0,0.4223795231533976,0.39893143365983974,6.0,0.32030603743668545,0.10215482841181164,2.0,0.577077725279484,1.0,2.0,0.10899660325024056,0.09569377990430619
14504,823dc71a-6c2e-42ea-910b-4e53f7bd4a90,20,2,0.452884399486844,8,0.41181654415281255,1,,3.0,0.36864334225392764,0.679379007762403,3.0,0.2878200693145649,0.5088231988310667,3.0,0.23208841146528814,0.4031190396050713,9.0,0.30670707474338443,0.17059161401493395,3.0,0.32801732818643287,0.4041885989472505,2.0,0.27698190887728835,0.20877290394225426
14523,f54baffc-bc26-4c4d-b940-824d08daf230,15,3,0.6443316798728668,8,0.3224844024675161,3,0.6443316798728668,3.0,0.6443316798728668,1.0,3.0,0.6443316798728668,1.0,3.0,0.6443316798728668,1.0,8.0,0.2149217442279081,0.3657331136738057,3.0,0.13416379325191558,0.10506174986954255,2.0,0.22074786696154916,0.30616740088105726
14540,5c9ae3ec-4b16-4a2a-add3-bc06d78c9e14,35,3,0.3558085561041652,1,,3,0.37352842568677297,3.0,0.37940621225896537,0.6566364385820281,3.0,0.37759882516711096,0.4395604395604395,3.0,0.37759882516711096,0.4395604395604395,1.0,,0.0,4.0,0.15631795781227012,0.6201712257256212,2.0,0.22407879161932293,-0.015618898867629776
14548,8845809a-0ba9-4c73-8f4e-d60d62ca8418,30,4,0.3739379047021918,1,,2,0.12888205544791959,3.0,0.4161729243783084,0.6080042406573019,3.0,0.30687042275473697,0.49379363847944135,3.0,0.39922115927478985,0.6356929212362912,7.0,0.10824478406775702,0.24744067931116578,4.0,0.3296748063163466,0.6884846748782584,2.0,0.1811449749448174,0.18051961494669289
14551,e8770f4c-e648-4512-9529-b68de18f7703,30,4,0.5024944157679712,2,0.467277586086515,9,0.6895941852145598,3.0,0.4903603743383569,0.5387897595034911,4.0,0.35201154622400155,0.5831881533101045,4.0,0.2722541713473774,0.4517330277857347,7.0,0.18483806749086643,0.3485741596303967,4.0,0.3697013276527659,0.5065496286293045,2.0,0.22858172993063533,0.2525618465997309
14553,87cc45a4-3e2e-4c67-a9d6-3ba04eda2588,25,4,0.4132201286033231,8,0.42427543967368275,4,0.4647149523205244,3.0,0.3544125357422523,0.36994895789025944,3.0,0.35251985784181117,0.63073538654934,3.0,0.30451110997640557,0.21139792860522577,8.0,0.27465788093222554,0.3567052416609939,4.0,0.23049416906997386,0.30104842735896153,2.0,0.32581493592369576,0.41769170374247583
14566,37ce66b3-c54a-46ec-981d-96c33e8fba81,15,3,0.41102758321996,7,0.42048053002816743,2,0.3468107680518694,3.0,0.2851887420664756,0.29357798165137616,3.0,0.34076348780852034,0.41666666666666674,3.0,0.365031638833176,0.32398753894080995,9.0,0.06761125746329429,0.14345991561181434,3.0,0.11889943569469709,0.02919708029197082,2.0,0.2760108259485679,0.23529411764705882
14570,f54baffc-bc26-4c4d-b940-824d08daf230,15,3,0.6443316798728668,8,0.3224844024675161,3,0.6443316798728668,3.0,0.6443316798728668,1.0,3.0,0.6443316798728668,1.0,3.0,0.6443316798728668,1.0,8.0,0.2149217442279081,0.3657331136738057,3.0,0.13416379325191558,0.10506174986954255,2.0,0.22074786696154916,0.30616740088105726
14587,5c9ae3ec-4b16-4a2a-add3-bc06d78c9e14,35,4,0.3507608708422461,1,,3,0.37352842568677297,3.0,0.3547984686812627,0.4112107766463434,3.0,0.30994562536402154,0.2538726333907057,3.0,0.29266491059864924,0.22715150754557153,1.0,,0.0,5.0,0.21030648119267278,0.4468424198153928,2.0,0.27471504535506747,0.18093754425718736
14589,e8770f4c-e648-4512-9529-b68de18f7703,30,4,0.5129705459538435,2,0.467277586086515,9,0.6895941852145598,3.0,0.4903603743383569,0.49379363847944135,4.0,0.35201154622400155,0.6589721254355401,4.0,0.2722541713473774,0.514036092810083,7.0,0.18483806749086643,0.3485741596303967,4.0,0.3697013276527659,0.4478055367994598,2.0,0.22858172993063533,0.29758824138287965
14602,6b397277-e2cf-4165-9f1a-32aeef65ebbc,10,2,0.577077725279484,8,0.36641621587983275,3,0.9210809893518893,3.0,0.44195700734112914,0.020887728459530023,2.0,0.577077725279484,1.0,3.0,0.3604458639935722,0.5018450184501845,6.0,0.3939519001186307,0.12903225806451613,3.0,0.2952953683987201,-0.0819234194122885,2.0,0.06758191120174724,0.048338368580060416
14604,8845809a-0ba9-4c73-8f4e-d60d62ca8418,30,4,0.399648451527809,1,,2,0.12888205544791959,3.0,0.4161729243783084,0.7404332598261772,3.0,0.30687042275473697,0.47011800532927295,3.0,0.39922115927478985,0.5869268292682926,7.0,0.10824478406775702,0.3047416089504529,4.0,0.3296748063163466,0.5645766717642152,2.0,0.1811449749448174,0.3053712152633762
14606,823dc71a-6c2e-42ea-910b-4e53f7bd4a90,20,3,0.33223659187405924,8,0.41181654415281255,1,,3.0,0.3713704362495656,0.2644709352341158,3.0,0.36352501628078376,0.23670450197678863,3.0,0.26836609415328255,0.23541247484909456,11.0,0.17916747784287576,0.1490620246746662,3.0,0.3583148883053003,0.38041029289695244,2.0,0.1956163296582105,0.0989861550201679
14609,87cc45a4-3e2e-4c67-a9d6-3ba04eda2588,25,3,0.3884894276765132,8,0.42427543967368275,4,0.4647149523205244,3.0,0.40391342609640746,0.7521173311299318,3.0,0.36864766465669846,0.6279611257339544,3.0,0.38376706610772693,0.6919285274183611,3.0,-0.06270855451296133,0.04290955495294304,2.0,0.24023671052075696,-0.015022330491270849,2.0,0.34244585199062655,0.1496306476550421
14616,6b397277-e2cf-4165-9f1a-32aeef65ebbc,10,4,0.41502539548092016,8,0.36641621587983275,3,0.9210809893518893,3.0,0.24509496703092665,0.38775510204081626,3.0,0.46172462356758925,0.17754569190600522,3.0,0.4223795231533976,0.17754569190600522,6.0,0.32030603743668545,0.43277310924369744,2.0,0.577077725279484,0.2131557035803497,2.0,0.10899660325024056,-0.05319148936170211
14621,f54baffc-bc26-4c4d-b940-824d08daf230,15,3,0.6443316798728668,8,0.3224844024675161,3,0.6443316798728668,3.0,0.6443316798728668,1.0,3.0,0.6443316798728668,1.0,3.0,0.6443316798728668,1.0,8.0,0.2149217442279081,0.3657331136738057,3.0,0.13416379325191558,0.10506174986954255,2.0,0.22074786696154916,0.30616740088105726
14624,823dc71a-6c2e-42ea-910b-4e53f7bd4a90,20,3,0.28606149878335385,8,0.41181654415281255,1,,3.0,0.36864334225392764,0.5810606939770222,3.0,0.2878200693145649,0.47228330054391854,3.0,0.23208841146528814,0.34399815859132243,9.0,0.30670707474338443,0.17544947303161812,3.0,0.32801732818643287,0.30410896188623093,2.0,0.27698190887728835,0.16285554935861682
14635,37ce66b3-c54a-46ec-981d-96c33e8fba81,15,2,0.3468107680518694,7,0.42048053002816743,2,0.3468107680518694,3.0,0.2851887420664756,0.1570327552986513,3.0,0.34076348780852034,0.2076081934390882,3.0,0.365031638833176,0.3037574992106094,9.0,0.06761125746329429,-0.02072141212586339,3.0,0.11889943569469709,0.7344013490725126,2.0,0.2760108259485679,0.07862407862407861
14650,8845809a-0ba9-4c73-8f4e-d60d62ca8418,30,4,0.29905550538696996,1,,2,0.12888205544791959,3.0,0.4161729243783084,0.46057662498708274,3.0,0.30687042275473697,0.32911104368932037,3.0,0.39922115927478985,0.4534680396347387,7.0,0.10824478406775702,0.4154726495855541,4.0,0.3296748063163466,0.26650265369305615,2.0,0.1811449749448174,0.07049353774661331
14652,87cc45a4-3e2e-4c67-a9d6-3ba04eda2588,25,2,0.33023325040895474,8,0.42427543967368275,4,0.4647149523205244,3.0,0.3544125357422523,0.24,3.0,0.35251985784181117,0.52,3.0,0.30451110997640557,0.22,8.0,0.27465788093222554,0.26666666666666666,4.0,0.23049416906997386,0.12666666666666668,2.0,0.32581493592369576,0.84
14662,5c9ae3ec-4b16-4a2a-add3-bc06d78c9e14,35,2,0.46685692499027637,1,,3,0.37352842568677297,3.0,0.37940621225896537,0.7373068432671082,3.0,0.37759882516711096,0.5077350257834192,3.0,0.37759882516711096,0.5077350257834192,1.0,,0.0,4.0,0.15631795781227012,0.7068218503100842,2.0,0.22407879161932293,0.07283197831978326
14664,e8770f4c-e648-4512-9529-b68de18f7703,30,2,0.4860369752569359,2,0.467277586086515,9,0.6895941852145598,3.0,0.4903603743383569,0.5458859257853279,4.0,0.35201154622400155,0.38145795810029387,4.0,0.2722541713473774,0.21641437284707515,7.0,0.18483806749086643,0.3728096485965965,4.0,0.3697013276527659,0.5919367588932806,2.0,0.22858172993063533,-0.01636588537536877
14667,f54baffc-bc26-4c4d-b940-824d08daf230,15,2,0.5815925138281203,8,0.3224844024675161,3,0.6443316798728668,3.0,0.5323709459510785,0.4010695187165776,3.0,0.6443316798728668,0.5516014234875445,3.0,0.6443316798728668,0.5516014234875445,6.0,0.3268605842694511,0.26315789473684215,3.0,0.293441222627887,0.6989247311827957,2.0,0.18799890749606904,0.16304347826086954
14668,823dc71a-6c2e-42ea-910b-4e53f7bd4a90,20,3,0.35309940901969755,8,0.41181654415281255,1,,3.0,0.36864334225392764,0.4490757520840884,3.0,0.2878200693145649,0.6803268837880062,3.0,0.23208841146528814,0.43512902842192885,9.0,0.30670707474338443,0.2415691672401927,3.0,0.32801732818643287,0.17264917029539836,2.0,0.27698190887728835,0.26472237801458215
14675,e8770f4c-e648-4512-9529-b68de18f7703,30,2,0.4860369752569359,2,0.467277586086515,9,0.6895941852145598,3.0,0.30810519127711977,0.5363892494222673,3.0,0.39753538650411074,0.5092208901401323,3.0,0.4175733248758163,0.46335368361117263,1.0,,0.0,5.0,0.26918637897589387,0.5370926446881816,2.0,0.2352878859305135,0.08064925183870154
14676,37ce66b3-c54a-46ec-981d-96c33e8fba81,15,2,0.3468107680518694,7,0.42048053002816743,2,0.3468107680518694,3.0,0.38908973072061814,0.2076081934390882,3.0,0.11106794647010403,0.03852226081465107,3.0,0.23984930934907042,-0.05113198829508707,11.0,0.003266078085800624,0.0323785803237858,3.0,0.23887106626981217,-0.0940953583833281,2.0,0.21621319588031704,-0.013948497854077339
14702,87cc45a4-3e2e-4c67-a9d6-3ba04eda2588,25,4,0.1571516575535664,8,0.42427543967368275,4,0.4647149523205244,3.0,0.3544125357422523,0.568877027304455,3.0,0.35251985784181117,0.40657334144856966,3.0,0.30451110997640557,0.19879947095330144,8.0,0.27465788093222554,0.14392059553349873,4.0,0.23049416906997386,0.6895893027698186,2.0,0.32581493592369576,0.12027310924369744
14710,8845809a-0ba9-4c73-8f4e-d60d62ca8418,30,3,0.18310922585930228,1,,2,0.12888205544791959,3.0,0.30826571742318964,0.6236474567129968,3.0,0.4204843896840505,0.5216072606878669,3.0,0.41493371587219785,0.522811514878581,9.0,0.18521201210094554,0.22888665467245214,5.0,0.28013621397575567,0.6148995258249554,2.0,0.24045891636060912,0.1275164224087614
14713,6b397277-e2cf-4165-9f1a-32aeef65ebbc,10,2,0.577077725279484,8,0.36641621587983275,3,0.9210809893518893,3.0,0.24509496703092665,0.3697478991596639,3.0,0.46172462356758925,0.39893143365983974,3.0,0.4223795231533976,0.39893143365983974,6.0,0.32030603743668545,0.10215482841181164,2.0,0.577077725279484,1.0,2.0,0.10899660325024056,0.09569377990430619
14715,5c9ae3ec-4b16-4a2a-add3-bc06d78c9e14,35,4,0.17887940395255808,1,,3,0.37352842568677297,3.0,0.37940621225896537,0.3706592244268583,3.0,0.37759882516711096,0.434589800443459,3.0,0.37759882516711096,0.434589800443459,1.0,,0.0,4.0,0.15631795781227012,0.38049194569895683,2.0,0.22407879161932293,0.06520031421838182
14728,37ce66b3-c54a-46ec-981d-96c33e8fba81,15,2,0.2649351550253924,7,0.42048053002816743,2,0.3468107680518694,3.0,0.2851887420664756,0.09677419354838715,3.0,0.34076348780852034,0.3818019625334523,3.0,0.365031638833176,0.32379248658318427,9.0,0.06761125746329429,0.04712041884816753,3.0,0.11889943569469709,0.18933823529411767,2.0,0.2760108259485679,0.5063291139240506
14738,6b397277-e2cf-4165-9f1a-32aeef65ebbc,10,2,0.06818058371551353,8,0.36641621587983275,3,0.9210809893518893,3.0,0.24509496703092665,-0.09090909090909091,3.0,0.46172462356758925,0.25773195876288657,3.0,0.4223795231533976,0.25773195876288657,6.0,0.32030603743668545,0.11956521739130437,2.0,0.577077725279484,-0.07655502392344501,2.0,0.10899660325024056,0.27999999999999997
14739,823dc71a-6c2e-42ea-910b-4e53f7bd4a90,20,2,0.22748267843485898,8,0.41181654415281255,1,,3.0,0.36864334225392764,0.2168266516092603,3.0,0.2878200693145649,0.3248730964467005,3.0,0.23208841146528814,0.32639279684862127,9.0,0.30670707474338443,0.12985507246376812,3.0,0.32801732818643287,0.19988770353733862,2.0,0.27698190887728835,0.62
14748,f54baffc-bc26-4c4d-b940-824d08daf230,15,2,0.36114177993417174,8,0.3224844024675161,3,0.6443316798728668,3.0,0.6443316798728668,0.4908616187989556,3.0,0.6443316798728668,0.4908616187989556,3.0,0.6443316798728668,0.4908616187989556,8.0,0.2149217442279081,0.1129032258064516,3.0,0.13416379325191558,-0.040353089533417395,2.0,0.22074786696154916,-0.030534351145038195
