trial,agent,k,sil
277,dbscan,6,0.2007451274969363
278,human,3,0.3734566702660419
278,gmm,8,0.34681609569205735
278,dbscan,1,
279,human,2,0.4458346668900791
279,gmm,1,
279,dbscan,5,0.3127332228622638
280,human,2,0.4092804377074217
280,gmm,1,
280,dbscan,11,0.5103020154481417
281,human,2,0.5465788814972941
281,gmm,1,
281,dbscan,5,0.19469245700237778
282,human,3,0.364326787545392
282,gmm,1,
282,dbscan,8,0.41936541024204904
283,human,4,0.4952022395423347
283,gmm,7,0.42048053002816743
283,dbscan,2,0.3468107680518694
284,human,2,0.4281546351200157
284,gmm,8,0.21240622087334698
284,dbscan,1,
285,human,2,0.4496362934460837
285,gmm,8,0.41181654415281255
285,dbscan,1,
286,human,2,0.35611625320124557
286,gmm,8,0.2268396540761116
286,dbscan,1,
287,human,3,0.6048444176112269
287,gmm,8,0.4854280401923078
287,dbscan,5,0.41192148521366845
288,human,3,0.22966349963136604
288,gmm,7,0.41383916988116054
288,dbscan,7,0.2968799907871945
289,human,4,0.6242746886056378
289,gmm,8,0.3674288906039226
289,dbscan,5,0.48712800898114705
290,human,3,0.6033139659419982
290,gmm,8,0.315785373329594
290,dbscan,4,0.5925424728757434
291,human,5,0.5231486497318268
291,gmm,8,0.48103562380359066
291,dbscan,8,0.5601012928261464
292,human,3,0.5983035144857154
292,gmm,8,0.2541787464769895
292,dbscan,3,0.5983035144857154
293,human,4,0.4097839655843215
293,gmm,2,0.45687190864576444
293,dbscan,10,0.33775231955228074
294,human,4,0.506147321123074
294,gmm,2,0.4672775860865151
294,dbscan,10,0.3827624031689932
295,human,5,0.383197673854171
295,gmm,1,
295,dbscan,3,0.28514417814493426
296,human,4,0.6376286111759258
296,gmm,8,0.4629110079924554
296,dbscan,4,0.6376286111759258
297,human,4,0.33852575616681035
297,gmm,8,0.3618331591602254
297,dbscan,4,0.6361145763694069
298,human,4,0.32398342492270815
